Piece,Rep,Li7,Na23,Mg25,Al27,K39,Ca42,Ti49,Mn55,Fe57,Rb85,Sr88,Zr90,Ba137,La139,Ce140,Nd146,Hf178,Pb208
14,18,0.6,97210,23910,2944,1178,67700,178,18.83,667,1.94,32.33,39.9,12.02,4.49,10.02,4.24,1.03,0.964
14,19,0.65,97980,24020,2928,1197,67980,180,18.31,658,1.77,32.67,39.4,11.41,4.53,10.03,3.79,1.17,1.027
14,20,0.7,97560,24000,2909,1180,67340,176,18.35,660,1.99,33.06,42.5,12.4,4.4,9.83,3.43,1.12,0.996
15,1,0.73,96190,24080,2938,1162,67520,185,18.61,655,2.11,32.78,40.6,11.5,4.43,9.9,3.65,1.2,1.044
15,2,0.69,97170,23890,2933,1168,67790,176,18.11,662,1.97,32.24,40.4,12.24,4.54,9.77,3.59,1.19,0.991
15,3,0.78,98220,23950,2883,1193,67180,181,18.12,659,2.1,32.82,38,10.99,4.5,9.95,3.75,1.08,1.037
15,4,0.55,98270,23820,2901,1182,67930,183,18.49,666,2.22,32.95,39.5,10.9,4.35,9.8,3.63,1.1,1.013
15,5,0.72,96950,23800,2915,1168,67430,175,18.5,671,2.13,33.54,40.7,10.4,4.53,9.83,4.07,1.18,1.042
16,1,1.09,99060,23320,2783,1193,66320,171,18.26,691,2.19,31.13,36.8,10.09,4.39,9.66,3.73,1.01,1.122
16,2,1.03,99860,23170,2742,1198,63370,168,17.88,668,2.11,31.3,37.4,11,4.17,9.61,3.79,0.96,1.013
16,3,0.96,100680,23220,2755,1216,64340,183,18.38,672,1.87,31.51,39.6,10.61,4.02,9.65,3.51,1.02,0.986
16,4,1.06,98470,23320,2788,1192,64380,163.5,17.94,655,2.01,31.67,43.5,11.15,4.08,9.56,3.39,1.22,1.057
16,5,1.12,100400,23390,2743,1221,63550,175,18.37,663,1.95,32.09,39,11.3,4.28,9.64,3.45,1.06,1.069
17,1,1.3,99400,23440,2742,1181,63890,177,18.33,660,2.33,31.25,37.7,10.62,4.19,9.54,3.7,0.86,1.1
17,2,0.94,99310,23420,2771,1199,64680,174.5,18.48,645,2.01,31.9,38.1,10.49,4.24,9.59,3.13,1.01,1.102
17,3,1.33,101140,23360,2738,1222,64550,166,18.69,674,1.81,31.74,36.7,11.01,4,9.7,3.7,0.93,1.034
17,4,1.1,98900,23540,2780,1185,65010,164.9,18.17,672,2,31.72,37.6,11.19,4.4,9.6,3.87,0.94,1.098
17,5,1.03,99630,23190,2724,1202,63600,175,18.37,637,1.93,31.56,35.4,11,4.11,9.64,3.65,0.93,1.03
18,1,1.11,98360,23310,2746,1180,65030,168,18.2,653,2.14,31.02,37,11.8,4.27,9.61,3.73,1.01,1.072
18,2,0.96,99030,23670,2793,1187,64990,179.7,18.47,660,1.87,31.56,36.3,10.59,4.33,9.84,3.7,1.14,1.111
18,3,1.06,98020,23330,2788,1188,64850,174,18.29,657,2.07,31.85,37.6,10.45,4.32,9.5,3.3,1.02,0.993
18,4,1.05,99890,23340,2738,1210,64210,179,18.44,663,1.93,31.16,36.6,10.88,4.29,9.53,3.74,0.86,1.01
18,5,1.05,98720,23400,2767,1189,65210,172.3,18.08,689,2.16,32.31,36.6,10.8,4.21,9.46,3.81,0.91,0.991
19,1,1.59,100580,23180,2701,1192,62970,173.7,18.71,657,2.02,31.53,34.7,11.47,4.19,9.72,3.53,0.96,1.2
19,2,1.63,99630,22910,2681,1194,63060,176,17.91,645,1.84,30.86,35,10.63,4.2,9.49,3.57,0.93,1.107
19,3,1.25,99300,23190,2702,1202,63810,167,18.14,673,2.13,31.54,34.4,11.58,4.06,9.6,3.35,0.83,1.022
19,4,1.35,99860,23160,2688,1201,62590,167,18.46,671,2.03,30.7,35.2,10.26,4.05,9.55,3.67,1.09,1.057
19,5,1.42,99920,23530,2726,1192,63670,165.6,17.98,675,1.95,32.1,35.1,10.5,4.16,10.01,3.25,0.9,1.082
20,1,1.39,99950,23090,2652,1200,63400,163,18.13,660,2.3,30.88,35.1,9.91,4.07,9.52,3.44,0.98,1.066
20,2,1.43,100750,23240,2689,1211,62370,174,18.28,675,1.99,30.71,35.5,11.7,4.27,9.64,3.29,1.01,1.018
